Title,Abstract,Keywords,Links,Citation
"An Intelligent System for Dysarthria Classification of Male and Female Processed Dataset using Sequential Model Parameters,","There are several current studies including various methods for treating dysarthria in various developing countries. Research-based dysarthria treatments take a multidisciplinary approach that encompasses speech therapy, assistive technology, neurosurgery, pharmaceutical therapies, non-invasive brain stimulation, machine learning and AI methods. These methods seek to raise the general quality of life, communication and speaking abilities of dysarthria sufferers. With a 90% accuracy rate, the proposed sequential model was found to have good classification performance for identifying Dysarthria. Researchers have also been looking at the use of Machine Learning (ML) and Artificial Intelligence (AI) approaches to create tools and systems that can help people with dysarthria to speak and communicate for social welfare and provide access to best remedies.","keywords: {Multiple sclerosis;Parkinson's disease;Machine learning;Production;Assistive technologies;Speech enhancement;Brain modeling;CNN;Model Training;Dysarthria Classification;Sequential Model;Deep Learning;Confusion matrix},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10250600&isnumber=10250450,"K. S. Gill, V. Anand and R. Gupta, ""An Intelligent System for Dysarthria Classification of Male and Female Processed Dataset using Sequential Model Parameters,"" 2023 Second International Conference on Augmented Intelligence and Sustainable Systems (ICAISS), Trichy, India, 2023, pp. 815-820, doi: 10.1109/ICAISS58487.2023.10250600."
"Dysarthria diagnosis via respiration and phonation,",This report discusses the implementation of a computerized application - the Computerised Frenchay Dysarthria Assessment Procedure (CFDA) - which uses digital signal processing (DSP) techniques to objectively evaluate digitised speech recordings in order to detect any symptoms of dysarthria (a type of motor speech disorder). This investigation focuses specifically on two CFDA diagnostic sub-applications which assess a patient's ability to maintain a prolonged exhalation (the “Respiration at Rest” task) as well as execute a steady state phonation (i.e. the “Sustained Phonation” task). It is demonstrated that combining the functionality of these two sub-applications substantially increases their diagnostic effectiveness in the context of identifying a particular variety of dysarthria known as spastic dysarthria. It is further demonstrated that certain patterns of energy fluctuations are closely correlated with manifestations of spastic dysarthria. The CFDA is intended for use in real-world conditions to assist speech and language therapists when conducting clinical evaluations.,"keywords: {Speech;Steady-state;Digital signal processing;Fluctuations;Speech processing;Context;Production;DSP;diagnosis;dysarthria;respiration;phonation},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7344537&isnumber=7344420,"J. Carmichael, ""Dysarthria diagnosis via respiration and phonation,"" 2015 International Conference and Workshop on Computing and Communication (IEMCON), Vancouver, BC, Canada, 2015, pp. 1-5, doi: 10.1109/IEMCON.2015.7344537."
"Deep Learning Based Dysarthria Detection: A Comprehensive Approach,","Making a model that can analyze numerous input features and predict whether a person will develop dysarthria is the first step in utilizing machine learning to forecast diseases like dysarthria. A motor speech disorder called dysarthria can be caused by a variety of underlying conditions, such as degenerative disorders, traumatic brain injuries, or neurological disorders. The authors used the 2000 audio signals from males and females with and without dysarthria from the TORGO data set. To extract the important features from the audio signals, the authors used the MFCC approach. To determine if dysarthria is present or absent, a machine learning model or algorithm will be fed with these MFCC coefficients.","keywords: {Training;Machine learning algorithms;Predictive models;Feature extraction;Prediction algorithms;Motors;Robustness;Mel frequency cepstral coefficient;Testing;Overfitting;Dysarthria;motor speech impairment;degenerative diseases;brain traumas;neurological disorders;TORGO;MFCC},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10892620&isnumber=10892612,"S. Patil, S. Borude, C. Budhwani, A. Bhandare and P. Bhujbal, ""Deep Learning Based Dysarthria Detection: A Comprehensive Approach,"" 2024 Fourth International Conference on Multimedia Processing, Communication & Information Technology (MPCIT), Shivamogga, India, 2024, pp. 262-266, doi: 10.1109/MPCIT62449.2024.10892620."
"Brain Signals to Rescue Aphasia, Apraxia and Dysarthria Speech Recognition,","In this paper, we propose a deep learning-based algorithm to improve the performance of automatic speech recognition (ASR) systems for aphasia, apraxia, and dysarthria speech by utilizing electroencephalography (EEG) features recorded synchronously with aphasia, apraxia, and dysarthria speech. We demonstrate a significant decoding performance improvement by more than 50% during test time for isolated speech recognition task and we also provide preliminary results indicating performance improvement for the more challenging continuous speech recognition task by utilizing EEG features. The results presented in this paper show the first step towards demonstrating the possibility of utilizing non-invasive neural signals to design a real-time robust speech prosthetic for stroke survivors recovering from aphasia, apraxia, and dysarthria. Our aphasia, apraxia, and dysarthria speech-EEG data set will be released to the public to help further advance this interesting and crucial research.","keywords: {Stroke (medical condition);Electroencephalography;Real-time systems;Biology;Decoding;Task analysis;Prosthetics},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9629802&isnumber=9629471,"G. Krishna et al., ""Brain Signals to Rescue Aphasia, Apraxia and Dysarthria Speech Recognition,"" 2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC), Mexico, 2021, pp. 6008-6014, doi: 10.1109/EMBC46164.2021.9629802."
"Hmm-Based and Svm-Based Recognition of the Speech of Talkers With Spastic Dysarthria,","This paper studies the speech of three talkers with spastic dysarthria caused by cerebral palsy. All three subjects share the symptom of low intelligibility, but causes differ. First, all subjects tend to reduce or delete word-initial consonants; one subject deletes all consonants. Second, one subject exhibits a painstaking stutter. Two algorithms were used to develop automatic isolated digit recognition systems for these subjects. HMM-based recognition was successful for two subjects, but failed for the subject who deletes all consonants. Conversely, digit recognition experiments assuming a fixed word length (using SVMs) were successful for two subjects, but failed for the subject with the stutter.","keywords: {Hidden Markov models;Speech recognition;Automatic speech recognition;Birth disorders;Natural languages;Microphone arrays;Speech analysis;Muscles;Brain injuries;Automatic control},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1660840&isnumber=34759,"M. Hasegawa-Johnson, J. Gunderson, A. Perlman and T. Huang, ""Hmm-Based and Svm-Based Recognition of the Speech of Talkers With Spastic Dysarthria,"" 2006 IEEE International Conference on Acoustics Speech and Signal Processing Proceedings, Toulouse, France, 2006, pp. III-III, doi: 10.1109/ICASSP.2006.1660840."
"Design of a dysarthria classifier using global statistics of speech features,","Dysarthria is a neurological disorder in which the speech production system is impaired. There are five main types of dysarthrias depending on the location of the lesion in the nervous system. There is evidence suggesting a relationship between the location of the lesion and the resulting speech characteristics. This paper describes a non-intrusive classifier to identify the dysarthria type in a person using global statistics, e.g., mean, variance, etc., of speech features. A tree-based classifier was developed using multiple low-level maximum likelihood classifiers as inputs. An error of 10.5% was achieved in the classification of three types of dysarthrias.","keywords: {Statistics;Speech analysis;Classification tree analysis;Lesions;Decision trees;Neural networks;Cepstral analysis;Hidden Markov models;Speech coding;Speech processing;Speech disorders;dysarthria diagnosis;objective speech quality analysis;global speech statistics;decision trees},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5495563&isnumber=5494886,"M. V. Mujumdar and R. F. Kubichek, ""Design of a dysarthria classifier using global statistics of speech features,"" 2010 IEEE International Conference on Acoustics, Speech and Signal Processing, Dallas, TX, USA, 2010, pp. 582-585, doi: 10.1109/ICASSP.2010.5495563."
"Dysarthria Speech Disorder Classification Using Traditional and Deep Learning Models,","Dysarthria is a motor speech disorder that results in speech difficulties due to the weakness of associated muscles. This unclear speech makes it difficult for dysarthric patients to present himself understood. This neurological limitation is usually occurs due to damages to the brain or central nervous system. Speech therapy can be effectively employed to enhance the range and consistency of voice production and improve intelligibility and communicative effectiveness. Assessing the degree of severity of dysarthria provides vital information on the patient's progress which inturn assists pathologists in arriving at a treatment plan that includes developing automated voice recognition system suitable for dysarthria patients. This work performs an exhaustive study on dysarthria severity level classification using deep neural network (DNN) and convolution neural network (CNN) architectures. Mel Frequency Cepstral Coefficients (MFCCs) and their derivatives constitute feature vectors for classification. Using the UA-Speech database, the performance metrics of DNN/CNN based learning models have been compared to baseline classifiers like support vector machine (SVM) and Random Forest (RF). The highest classification accuracy of 97.6\% is reported for DNN under UA speech database. A detailed examination of the performance from the models discussed above reveal that appropriate choice of deep learning architecture ensures better results than traditional classifiers like SVM and Random Forest.","keywords: {Support vector machines;Radio frequency;Deep learning;Databases;Computational modeling;Speech enhancement;Indexes;CNN;deep learning;DNN;Dysarthria;motor speech disorder;Random Forest;SVM},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10157285&isnumber=10156874,"M. Suresh, R. Rajan and J. Thomas, ""Dysarthria Speech Disorder Classification Using Traditional and Deep Learning Models,"" 2023 Second International Conference on Electrical, Electronics, Information and Communication Technologies (ICEEICT), Trichirappalli, India, 2023, pp. 01-06, doi: 10.1109/ICEEICT56924.2023.10157285."
"Harnessing Deep Learning Techniques for Dysarthria Detection,","Dysarthria, a motor speech disorder resulting from neurological impairments. This study explores various approaches for the automated detection of dysarthria, integrating both traditional and emerging technologies. Speech assessments by acoustic analysis, machine learning models, and deep learning techniques are considered. Machine learning models are trained on datasets containing normal and dysarthric speech for males and females, while deep learning methods, including convolutional and recurrent neural networks, are employed to automatically learn features from speech data. Our goal is to develop a reliable and accessible dysarthria detection system thatcomplements the expertise of healthcare professionals. Validation using diverse datasets is emphasized, acknowledging the importance of early detection and intervention in improving outcomes for individuals with dysarthria.","keywords: {Deep learning;Analytical models;Recurrent neural networks;Collaboration;Medical services;Motors;Feature extraction;Acoustic analysis;Convolutional neural net-works;Deep learning techniques;Dysarthria;Machine learning models;Recurrent neural networks},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10527645&isnumber=10527410,"P. Varalakshmi, V. S. Sanmitha, S. B. Dhivyadharshni and S. Saravanan, ""Harnessing Deep Learning Techniques for Dysarthria Detection,"" 2024 Third International Conference on Intelligent Techniques in Control, Optimization and Signal Processing (INCOS), Krishnankoil, Virudhunagar district, Tamil Nadu, India, 2024, pp. 01-06, doi: 10.1109/INCOS59338.2024.10527645."
"Next-Gen Speech Disorder Diagnostics: CNN Methods for Dysarthria Classification,","Neurological disorders such as amyotrophic lateral sclerosis (ALS) and cerebral palsy (CP) are common causes of dysarthria, the subject of this research article. Dysarthria has a significant impact on communication capacity, making early diagnosis essential for effective therapies and improved patient outcomes. The research used a Convolutional Neural Network (CNN) to categorise speech using the TORGO database, which includes 2000 samples of individuals with and without dysarthria, representing different genders. There are 500 samples from each gender in the collection, representing dysarthric and non-dysarthric people who were recorded during different sessions. Highlighting the promise of deep learning technology in aiding early identification of dysarthria and enabling rapid therapy for affected individuals, the CNN-based approach exhibits an amazing 96% accuracy in discriminating between dysarthric and non-dysarthric cases. This study offers a promising chance to enhance the quality of life for those with speech impairments while also making substantial contributions to the development of diagnostic capabilities.","keywords: {Deep learning;Neurological diseases;Cerebral palsy;Accuracy;Databases;Medical treatment;Speech enhancement;Convolutional neural networks;Medical diagnosis;Stress;Artificial Intelligence;Deep Learning;Convolutional Neural Network (CNN) model;Model Training;Dysarthria Classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10696797&isnumber=10695957,"G. Verma, K. S. Gill, M. Kumar and R. Rawat, ""Next-Gen Speech Disorder Diagnostics: CNN Methods for Dysarthria Classification,"" 2024 First International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT), Delhi, India, 2024, pp. 365-369, doi: 10.1109/IC2SDT62152.2024.10696797."
"Advancing Speech Disorder Diagnostics: CNN Innovations in Dysarthria Recognition,","Neurological disorders such as amyotrophic lateral sclerosis (ALS) and cerebral palsy (CP) are common causes of dysarthria, the subject of this research article. The capacity to communicate is greatly affected by dysarthria, thus early diagnosis is critical for effective therapies and improved patient outcomes. The study employed a Convolutional Neural Network (CNN) for speech classification using the TORGO database, which includes 2000 samples of individuals with and without dysarthria, representing different genders. With 500 samples each, collected over distinct sessions, the dataset contains both dysarthric and non-dysarthric people of both sexes. Distinguishing between dysarthric and non-dysarthric occurrences, the CNN-based approach achieves an astonishing 96% accuracy. This shows how deep learning technology may help with early dysarthria identification and enable rapid therapy for affected individuals. The findings of this study have important implications for the development of diagnostic tools and may lead to better living conditions for those who struggle with speaking.","keywords: {Deep learning;Neurological diseases;Cerebral palsy;Technological innovation;Accuracy;Databases;Medical treatment;Speech recognition;Convolutional neural networks;Stress;Artificial Intelligence;Deep Learning;Convolutional Neural Network (CNN) model;Model Training;Dysarthria Classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10730941&isnumber=10730804,"A. Kaur, K. S. Gill, M. Kumar and R. Rawat, ""Advancing Speech Disorder Diagnostics: CNN Innovations in Dysarthria Recognition,"" 2024 IEEE 3rd World Conference on Applied Intelligence and Computing (AIC), Gwalior, India, 2024, pp. 766-770, doi: 10.1109/AIC61668.2024.10730941."
"A preliminary study on self-care telemonitoring of dysarthria in spinal muscular atrophy,","Spinal muscular atrophy (SMA) is a rare neuromuscular disease which may cause impairments in oro-facial musculature. Most of the individuals with SMA present bulbar signs such as flaccid dysarthria which mines their abilities to speak and, as consequence, their psychic balance. To support clinicians, recent work has demonstrated the feasibility of video-based techniques for assessing the oro-facial functions in patients with neurological disorders such as amyotrophic lateral sclerosis. However, no work has so far focused on automatic and quantitative monitoring of dysarthria in SMA. To overcome limitations this work’s aim is to propose a cloud-based store-and-forward telemonitoring system for automatic and quantitative evaluation of oro-facial muscles in individuals with SMA. The system integrates a convolutional neural network (CNN) aimed at identifying the position of facial landmarks from video recordings acquired via a web application by an SMA patient.Clinical relevance— The proposed work is in the preliminary stage, but it represents the first step towards a better understanding of the bulbar-functions’ evolution in patients with SMA.","keywords: {Atrophy;Neurological diseases;Evolution (biology);Neuromuscular;Medical services;Stroke (medical condition);Convolutional neural networks},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10340908&isnumber=10339939,"L. Migliorelli et al., ""A preliminary study on self-care telemonitoring of dysarthria in spinal muscular atrophy,"" 2023 45th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC), Sydney, Australia, 2023, pp. 1-4, doi: 10.1109/EMBC40787.2023.10340908."
"Automatic And Perceptual Discrimination Between Dysarthria, Apraxia of Speech, and Neurotypical Speech,","Automatic techniques in the context of motor speech disorders (MSDs) are typically two-class techniques aiming to discriminate between dysarthria and neurotypical speech or between dysarthria and apraxia of speech (AoS). Further, although such techniques are proposed to support the perceptual assessment of clinicians, the automatic and perceptual classification accuracy has never been compared. In this paper, we investigate a three-class automatic technique and a set of handcrafted features for the discrimination of dysarthria, AoS and neurotypical speech. Instead of following the commonly used One-versus-One or One-versus-Rest approaches for multi-class classification, a hierarchical approach is proposed. Further, a perceptual study is conducted where speech and language pathologists are asked to listen to recordings of dysarthria, AoS, and neurotypical speech and decide which class the recordings belong to. The proposed automatic technique is evaluated on the same recordings and the automatic and perceptual classification performance are compared. The presented results show that the hierarchical classification approach yields a higher classification accuracy than baseline One-versus-One and One-versus-Rest approaches. Further, the presented results show that the automatic approach yields a higher classification accuracy than the perceptual assessment of speech and language pathologists, demonstrating the potential advantages of integrating automatic tools in clinical practice.","keywords: {Databases;Conferences;Support vector machine classification;Tools;Signal processing;Feature extraction;Acoustics;dysarthria;apraxia of speech;support vector machine;hierarchical classification;perceptual classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9414283&isnumber=9413350,"I. Kodrasi, M. Pernon, M. Laganaro and H. Bourlard, ""Automatic And Perceptual Discrimination Between Dysarthria, Apraxia of Speech, and Neurotypical Speech,"" ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), Toronto, ON, Canada, 2021, pp. 7308-7312, doi: 10.1109/ICASSP39728.2021.9414283."
"Adversarial Auto-Encoders Based Model for Classification of Speech Dysarthria,","Communication is effective based on various parameters, out of which phonetic or oral communication plays a vital role. Slurred speech or improper speech will lead to misunderstanding in speech, which could toss up any situation. There are many people, ranging from children to adults, who are affected with slurred speech, which is technically termed as Speech Dysarthria, a disease which tampers effective oral communication. Distinguishing between people affected with dysarthria and people with normal speech will be tedious process manually. Machine Learning (ML), and Artificial Intelligence (AI), can be pitched in to solve the problem. There are existing methodologies which classify people affected with speech dysarthria and people who communicate in a normal way. Some of the existing technologies used are Convolutional Neural Network (CNN), Recurrent Neural Network (RNN), and so on. This paper aims at distinguishing between people affected with speech dysarthria and people with normal speech, using Adversarial Auto Encoders (AAE), a model which has its roots from Variational Auto Encoders (VAE) and Generative Adversarial Networks (GAN). This paper brings out a good result and proves to be effective.","keywords: {Recurrent neural networks;Computational modeling;Machine learning;Phonetics;Speech;Generative adversarial networks;Distance measurement;Convolutional neural networks;Speech processing;Diseases;Speech Dysarthria;Artificial Intelligence;Machine Learning;Adversarial Auto Encoders;Variational Auto Encoders;Generative Adversarial Networks},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10724410&isnumber=10723316,"V. Kanchana Devi, R. Sreenivas, E. Umamaheshwari and N. Bacanin, ""Adversarial Auto-Encoders Based Model for Classification of Speech Dysarthria,"" 2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT), Kamand, India, 2024, pp. 1-7, doi: 10.1109/ICCCNT61001.2024.10724410."
"Summary of Low-Resource Dysarthria Wake-Up Word Spotting Challenge,","In recent years, the rapid advancement and widespread adoption of speech technology have made smart home systems a common feature in many households. However, individuals with dysarthria face difficulties using these technologies due to inconsistent speech patterns. This paper summarizes the Low-Resource Dysarthria Wake-Up Word Spotting (LRDWWS) Challenge at SLT 2024, which aimed to develop effective voice wake-up systems for individuals with dysarthria. The challenge attracted 25 teams from 4 countries, with 7 teams submitting results and 5 providing detailed system descriptions. This paper presents an overview of the dataset, evaluation metrics, and key innovations from participating teams. Our findings highlight the potential of these systems to enhance the accessibility and usability of smart home technologies for individuals with dysarthria. The challenge results underscore the importance of developing specialized solutions to meet the unique needs of this user group.","keywords: {Measurement;Training;Technological innovation;Pathology;Smart homes;Speech enhancement;Feature extraction;Data models;Usability;Faces;Dysarthria;Wake-up Word Spotting;Speaker-dependent Systems;Speech Disorder},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10832239&isnumber=10830793,"M. Gao et al., ""Summary of Low-Resource Dysarthria Wake-Up Word Spotting Challenge,"" 2024 IEEE Spoken Language Technology Workshop (SLT), Macao, 2024, pp. 592-599, doi: 10.1109/SLT61566.2024.10832239."
"Transformer-based Transfer Learning for Enhanced Speech Dysarthria Severity Assessment,","Dysarthria, a neuromuscular communications disorder presented with impaired pronunciation, is a daunting task to identify and quantify the level of dysfunction. Through this paper, a critical study of automated dysarthria severity classification using transformer-based deep learning methods will be discussed. Transfer learning is facilitated by employing three variations of Vision Transformer (ViT) models: ViT-L-16, ViT-L-32, and ViT-B-16, on UA-Speech Corpus and TORGO datasets, achieving remarkable results with 99.01% accuracy for the UA-Speech dataset and 99.39% accuracy for the TORGO database. The study evaluates the models’ performance focusing on accuracy, precision, recall, and F1-scores. Experimental results emphasise the potential for automated diagnostic units in neurology clinical practice and establish a baseline for leading work in dysarthria severity classification with the selection of an efficient ViT model.","keywords: {Deep learning;Neurology;Accuracy;Neuromuscular;Computational modeling;Transfer learning;Speech recognition;Speech enhancement;Transformers;Real-time systems;Transfer Learning;Speech Processing;Dysarthria Severity Detection;Transformers},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10724295&isnumber=10723316,"A. Venkata Siva Manoj, V. Lakshman, A. Kamuju, V. Pulagam and G. Jyothish Lal, ""Transformer-based Transfer Learning for Enhanced Speech Dysarthria Severity Assessment,"" 2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT), Kamand, India, 2024, pp. 1-6, doi: 10.1109/ICCCNT61001.2024.10724295."
"Enhancing speech rate estimation techniques to improve dysarthria diagnosis,","This report discusses the implementation of a computerized algorithm specifically designed to measure the syllables-per-minute rate of abnormal speech typically produced by persons suffering from an articulatory disorder known as dysarthria. This speech rate measurement application - which can also serve as a diagnostic tool in itself - has been integrated into the computerised Frenchay Dysarthria Assessment (CFDA) suite of diagnostic tests. It is demonstrated that, when processing dysarthric speech, syllables-per-minute measurements are more accurate when based on vowel transition detection techniques as opposed to using spectral moment computations.","keywords: {Speech;Speech processing;Signal processing algorithms;Production;Estimation;Software algorithms;Time measurement;DSP;diagnosis;dysarthria;speech rate;intelligibility},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8117233&isnumber=8117121,"J. N. Carmichael, ""Enhancing speech rate estimation techniques to improve dysarthria diagnosis,"" 2017 8th IEEE Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON), Vancouver, BC, Canada, 2017, pp. 309-313, doi: 10.1109/IEMCON.2017.8117233."
"Personalizing TTS Voices for Progressive Dysarthria,","Amyotrophic lateral sclerosis (ALS) patients experience progressive speech deterioration due to muscle paralysis, leading to eventual loss of verbal communication capability. Text-to-speech synthesis (TTS) is an important technology for speech generating devices, enabling users to communicate using generic electronic voices, but often without the vocal identity of the users. Our work is aimed at personalizing TTS voices for people with ALS induced dysarthria by integrating machine learning and speech processing techniques of voice conversion (VC) and TTS. This is challenging as only small quantities of dysarthric speech are available from individual patients. Our system includes both timbre and prosody conversion for VC, neural TTS to generate TTS speech, and neural feature converter to interface VC and TTS. We collected speech data from 4 ALS target speakers with mild to severe dysarthria. Subjective listening tests showed that on average, our approach improved speech intelligibility by about 72% over the target speakers’ speech, the converted voice was 2 to 3 times more similar to ALS targets than to TTS sources, and the converted speech quality was in the MOS scale of fair to good.","keywords: {Conferences;Natural languages;Machine learning;Muscles;Paralysis;Timbre;Speech processing;voice conversion;feature conversion;neural TTS;dysarthria;amyotrophic lateral sclerosis},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9508522&isnumber=9508478,"Y. Zhao, M. Song, Y. Yue and M. Kuruvilla-Dugdale, ""Personalizing TTS Voices for Progressive Dysarthria,"" 2021 IEEE EMBS International Conference on Biomedical and Health Informatics (BHI), Athens, Greece, 2021, pp. 1-4, doi: 10.1109/BHI50953.2021.9508522."
"A Phonological Control Method on A Speech Compensation System for Dysarthria Using A Standardized Space,","We have developed a speech compensation system for dysarthria. The system aims at improving the phonological properties of vowels without losing speaker individuality. We propose a method for phonological control of vowels using a standardized space to control vowels in the normalized articulation space, normalized for speaker individuality. The method maps an original dysarthric speaker's normalized articulation space to a standardized space, then from the standardized space to the target speaker's normalized articulation space assuming normality to improve the phonological properties of vowels. We confirm phonological control of vowels by performing a processing simulation, comparison different target speakers and a processing simulation using a dummy original speaker as a dysarthria.","keywords: {Frequency synthesizers;Process control;Aerospace electronics;Speech synthesis;Informatics;Frequency control;Gravity;vowel formant;articulation space;phonological control;vowel normalization;dysarthria},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9336404&isnumber=9336196,"Y. Hetsugi, T. Sakata and Y. Ueda, ""A Phonological Control Method on A Speech Compensation System for Dysarthria Using A Standardized Space,"" 2020 5th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS), Okinawa, Japan, 2020, pp. 158-162, doi: 10.1109/ICIIBMS50712.2020.9336404."
"Japanese Vowel-mora Visualization for Dysarthria Rehabilitation with Variational Autoencoder,","This work proposes a Variational AutoEncoder (VAE)-based rehabilitation framework that visualizes the vowel-mora for Japanese dysarthria. Traditionally, Speech-Language Pathology (SLP) has shown the guideline of rehabilitation for dysarthria, but they should rely only on clinical experience and case-by-case adaption, highlighting the urgent necessity to push the boundary for showing a subjective guideline, which does not depend on the perspective of SLPs. The proposed framework takes advantage of two-dimensional latent representations of vowel-mora, which is assumed to be pre-processed by mel-spectrogram, via VAE. The experiments highlight the effectiveness of our proposed framework.","keywords: {Training;Pathology;Accuracy;Circuits and systems;Autoencoders;Asia;Data visualization;Speech recognition;Feature extraction;Guidelines;Dysarthria;Variational Autoencoder;Mora visualization},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10808415&isnumber=10808208,"R. Michizoe et al., ""Japanese Vowel-mora Visualization for Dysarthria Rehabilitation with Variational Autoencoder,"" 2024 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS), Taipei, Taiwan, 2024, pp. 494-498, doi: 10.1109/APCCAS62602.2024.10808415."
"Machine Learning Approaches for Automated Detection and Classification of Dysarthria Severity,","Dysarthria, a speech disorder caused by neuro-motor problems resulting in impaired articulation, requires an assessment of its severity for diagnostic and monitoring purposes. Additionally, accurate severity classification facilitates the development of automated dysarthric speech detection and classification systems. This paper presents a comprehensive investigation into detecting dysarthric voices within a collection of normal voice samples, followed by the dysarthria severity classification utilizing neural network frameworks, specifically long short-term memory network (LSTM) and recurrent neural network (RNN). The study employs various features including Mel frequency cepstral coefficients (MFCC), formants, prosodic parameters, and voice quality. The performance of these models is evaluated against a baseline support vector machine (SVM) classifier using the Nemours corpus database. Remarkably, the highest classification accuracy achieved for this corpus is 99.69%. Detailed analysis demonstrates that selecting an appropriate neural network architecture yields superior performance compared to the conventional SVM classifier.","keywords: {Support vector machines;Voice activity detection;Pathology;Recurrent neural networks;Supervised learning;Speech enhancement;Mel frequency cepstral coefficient;Dysarthria classification;SVM;LSTM;RNN;acoustic parameters;automatic speech assessment},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10419588&isnumber=10419198,"A. Hamza, D. Addou and H. Kheddar, ""Machine Learning Approaches for Automated Detection and Classification of Dysarthria Severity,"" 2023 2nd International Conference on Electronics, Energy and Measurement (IC2EM), Medea, Algeria, 2023, pp. 1-6, doi: 10.1109/IC2EM59347.2023.10419588."
"The ISCSLP 2024 Multimodal Dysarthria Severity Assessment (MDSA) Challenge: Dataset, Tracts, Baseline and Results,","To advance multimodal speech assessment and related research in developing objective diagnostic methods, we are launching the Multimodal Dysarthria Severity Assessment (MDSA) Challenge. This paper summarizes the outcomes from the ISCSLP 2024 MDSA Challenge. We first address the necessity of the challenge and then introduce the associated audio-video dataset selected from the MSDM database, including 62 subacute stroke patients and 25 normal controls. We then describe the challenge arrangement and the baseline system. Specifically, we set up a four-classification task for the severity of dysarthria (normal, mild, moderate and severe) with the aim of developing an objective and accurate automatic assessment method to assist in clinical diagnosis and treatment. Finally we summarize the challenge results and provide the major observations from the submitted systems. We hope the open data and challenge will serve as a benchmark and common test-bed for pathological speech assessment.","keywords: {Measurement;Pathology;Image analysis;Data analysis;Databases;Speech recognition;Stroke (medical condition);Clinical diagnosis;Speech processing;Open data;Multimodal;Dysarthria severity;Classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10800436&isnumber=10799969,"J. Liu et al., ""The ISCSLP 2024 Multimodal Dysarthria Severity Assessment (MDSA) Challenge: Dataset, Tracts, Baseline and Results,"" 2024 IEEE 14th International Symposium on Chinese Spoken Language Processing (ISCSLP), Beijing, China, 2024, pp. 136-140, doi: 10.1109/ISCSLP63861.2024.10800436."
