Title,Abstract,Keywords,Links,Citation
"Automatic detection of voice onset time in dysarthric speech,","Although a number of speech disorders reflect varying involvement of brain areas, recently published automatic speech analyses have primarily been limited to hypokinetic dysarthria in Parkinson's disease (PD). Therefore, the aim of the present study was to provide an automatic algorithm suitable for the assessment of voice onset time (VOT) in various dysarthria types. Twenty-four PD participants with hypokinetic dysarthria and 40 Huntington's disease (HD) subjects with hyperkinetic dysarthria were included. These two types of dysarthria were selected in the design of a robust algorithm as they contain most of the dysarthric patterns found among all dysarthria subtypes. For a 10 ms threshold, the proposed algorithm reached approximately 90% accuracy in PD speakers and 80% accuracy in HD speakers. The accuracy of 80% obtained in HD was superior to the performance of 55% achieved by a previous algorithm designed particularly for hypokinetic dysarthria in PD.","keywords: {High definition video;Speech;Diseases;Algorithm design and analysis;Estimation;Robustness;Accuracy;Voice Onset Time;Dysarthria;Parkinson's disease;Huntington's disease;Speech disorder},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7178790&isnumber=7177909,"M. Novotný, J. Pospíšil, R. Čmejla and J. Rusz, ""Automatic detection of voice onset time in dysarthric speech,"" 2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), South Brisbane, QLD, Australia, 2015, pp. 4340-4344, doi: 10.1109/ICASSP.2015.7178790."
"Hybrid CNN-GRU Model for Predicting Dysarthric Speech Using Deep Learning Approaches,","This research study presents the novel method for dysarthria speech detection and classification. In order to create systems that are capable of accurately categorizing speech patterns that are impacted by dysarthria, it is vital to have speech detection and classification capabilities for dysarthria. The condition known as dysarthria, which is characterized by difficulties in articulation, phonation, resonance, and prosody, is a disorder that leads to a reduction in the intelligibility of speech. This method of classification necessitates the development of machine learning or deep learning models, more specifically a combination of Convolutional Neural Networks (CNN) and Gated Recurrent Units (GRU), in order to accomplish the objective of automatically classifying dysarthric speech into categories such as severity or presence/absence of dysarthria. The primary purpose of dysarthria speech categorization is to bring about the development of a reliable instrument that can be used for identifying, categorizing, and managing dysarthric speech. As an added benefit, the classification of dysarthric speech allows for the adaptation of treatment methods and the acquisition of information about the underlying causes of the condition. The individuals who are affected by this speech difficulty are the target audience for this strategy, which ultimately aims to enhance the quality of life of those individual. The study addresses the challenge of classifying dysarthric speech caused by neurological impairments using a Hybrid CNN-GRU model, achieving accuracies of 70.3% (high-severity), 38% (severe-moderate), 34.5% (moderate), and 10.3% (mild dysarthria).","keywords: {Voice activity detection;Deep learning;Accuracy;Transfer learning;Speech recognition;Speech enhancement;Predictive models;Feature extraction;Robustness;Convolutional neural networks;Dysarthria Speech disordered;Convolutional Neural Networks;Gated Recurrent Units;Natural language processing},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10915057&isnumber=10914686,"S. K. Chelliah and A. N, ""Hybrid CNN-GRU Model for Predicting Dysarthric Speech Using Deep Learning Approaches,"" 2025 3rd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT), Bengaluru, India, 2025, pp. 1880-1885, doi: 10.1109/IDCIOT64235.2025.10915057."
"Smart Voice Assistance for Speech disabled and Paralyzed People,","People who are paralyzed, confront numerous challenges in meeting their basic necessities on a daily basis. It is very difficult to understand the speech of people with dysarthria, amyotrophic lateral sclerosis (ALS) and similar conditions. Automatic speech command recognition system will enhance the lifestyle of people with voice disorder like dysarthria and paraplegics. The proposed work will convert the speech command of paralyzed people into text and send it to the care taker's mobile with the help of Twilio message services. Algorithms like Support Vector Machine (SVM) and Convolutional Neural network (CNN) model is used for speech command identification and speech to text conversion. CNN model yields an accuracy of 90.62%, whereas the SVM algorithm gives a very low accuracy. The developed TensorFlow model is deployed in the flask server.","keywords: {Support vector machines;Text categorization;Speech recognition;Speech enhancement;Feature extraction;Message service;Convolutional neural networks;text classification;raspberry pi;convolutional neural network;speech disability;MFCC},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9740922&isnumber=9740653,"L. T, I. R, A. A, A. K. S and S. S, ""Smart Voice Assistance for Speech disabled and Paralyzed People,"" 2022 International Conference on Computer Communication and Informatics (ICCCI), Coimbatore, India, 2022, pp. 1-5, doi: 10.1109/ICCCI54379.2022.9740922."
"A Tool for Training Speech Imitation Accuracy,","Dysarthria is a neurological motor speech disorder that commonly results in reduced intelligibility. Communication partners can learn to better understand the speech of someone with dysarthria through perceptual training. Vocal imitation of the degraded speech during perceptual training has been shown to elevate this learning. A tool that provides the learner with real-time feedback regarding the accuracy of their imitation attempts during training may further enhance this learning. We describe a training tool that compares dysarthric speech productions with the imitation attempts of healthy subjects, using a two-level dynamic warp that accounts for both spectral and temporal degradation. Feature vectors derived from both the spectrogram and LPC are examined.","keywords: {Training;Tools;Distortion measurement;Heuristic algorithms;Distortion;Microsoft Windows;Feature extraction},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8645286&isnumber=8645065,"A. -W. Al-Dulaimi, S. Budge, S. A. Borrie, T. K. Moon and J. H. Gunther, ""A Tool for Training Speech Imitation Accuracy,"" 2018 52nd Asilomar Conference on Signals, Systems, and Computers, Pacific Grove, CA, USA, 2018, pp. 1086-1090, doi: 10.1109/ACSSC.2018.8645286."
"Leveraging OpenAI Whisper Model to Improve Speech Recognition for Dysarthric Individuals,","Automatic Speech Recognition (ASR) systems are pivotal in facilitating human-technology interactions through voice commands. However, individuals with dysarthria face significant challenges in benefiting from these technologies due to their speech disorder. This paper proposes finetuning the Whisper model for Dysarthric Speech Recognition (DSR) by incorporating additional features extracted from Mel-frequency cepstral coefficients (MFCCs). By combining spectrograms and MFCCs within an attention mechanism, the model creates a richer feature representation, with spectrograms providing broader context and MFCCs highlighting crucial formant frequencies. The attention mechanism dynamically weighs the importance of each feature based on specific speech segments and dysarthric speech characteristics. Furthermore, a hierarchical attention approach is adopted, which encompasses a two-stage attention mechanism. This mechanism directs attention at both local and global levels, facilitating the capture of both fine-grained details and broader contextual information within the speech signal. This study involved the development and training of 45 speaker-adaptive dysarthric ASR systems. The proposed model achieves an average Word Recognition Accuracy (WRA) of 74.08%, showing a notable enhancement compared to the benchmark of 69.23%. The findings underscore the efficacy of the proposed approach in addressing dysarthria-related challenges in ASR systems.","keywords: {Training;Technological innovation;Attention mechanisms;Accuracy;Face recognition;Benchmark testing;Speech enhancement;DSR;MFCC;UASpeech;WRA;Whisper},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10673628&isnumber=10673418,"V. R, H. D and L. D. V. Anand, ""Leveraging OpenAI Whisper Model to Improve Speech Recognition for Dysarthric Individuals,"" 2024 Asia Pacific Conference on Innovation in Technology (APCIT), MYSORE, India, 2024, pp. 1-5, doi: 10.1109/APCIT62007.2024.10673628."
"Empirical Analysis of Machine Learning Models on Parkinson’s Speech Dataset,","Parkinson’s disease (PD) is a chronic and progressive neurodegenerative disorder that worsens over time. Diagnosing PD primarily relies on clinical assessments, which can be costly, time-consuming, and invasive. These evaluations may also be subjective and vulnerable to inaccuracy. Dysarthria, a common condition characterised by delayed and distorted speech, frequently coexists with PD. This opens up the possibility of using speech features for diagnostic reasons. This research paper explores different machine learning models trained on numerical data of changes in speech patterns due to Dysarthria. These models are based on classifiers such as Artificial Neural Networks (ANN), Multi-Layer Perceptron (MLP), Random Forests, and Decision Trees. Additionally, we compare the performance of a newly introduced HyperTab classifier with the existing models. Our findings demonstrate the significant potential of machine learning in diagnosing PD based on speech analysis. This progress holds the promise of creating a cost-effective tool to expedite disease detection. Furthermore, this research is of utmost importance in offering essential support to regions with limited access to specialized medical facilities.","keywords: {Analytical models;Biological system modeling;Artificial neural networks;Predictive models;Feature extraction;Numerical models;Recording;HyperTab;Classification;Evaluation Metrics;Deep Learning;Parkinson’s Disease},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10482963&isnumber=10482911,"B. Sachdeva, H. Rathee, P. Gambhir and P. Bansal, ""Empirical Analysis of Machine Learning Models on Parkinson’s Speech Dataset,"" 2023 26th Conference of the Oriental COCOSDA International Committee for the Co-ordination and Standardisation of Speech Databases and Assessment Techniques (O-COCOSDA), Delhi, India, 2023, pp. 1-5, doi: 10.1109/O-COCOSDA60357.2023.10482963."
"Investigation of Cross Modality Feature Fusion for Audio-Visual Dysarthric Speech Assessment,","Dysarthria, a speech disorder resulting from neurological conditions, presents significant obstacles to speech intelligibility and daily communication. Automatic dysarthria assessment has the capability to provide low-cost diagnosis and treatment assistant support for such diseases as Parkinson's disease, Alzheimer's disease, and stroke. This study investigates the efficacy of cross-modality feature fusion using audio-visual data for the automatic assessment of dysarthric speech. Leveraging advanced self-supervised learning models, AV-HuBERT and Wav2Vec 2.0, we develop a multimodal system to enhance dysarthria severity classification. Utilizing the Mandarin Subacute Stroke Dysarthria Multimodal (MSDM) dataset, which includes synchronized audio and lip movement video recordings, our system achieves promising performance. Experimental results demonstrate that our back-end fusion and feature fusion approaches both outperform traditional single-modality methods, with the best back-end fusion system achieving a speaker-level F1 score of 0.841 while the best feature-level fusion system achieving a speaker-level F1 score of 0.772. This study marks the first application of pre-trained self-supervised learning models for multimodal dysarthria assessment, highlighting the potential for the assistance of diagnosis and treatment.","keywords: {Visualization;Parkinson's disease;Lips;Self-supervised learning;Feature extraction;Synchronization;Alzheimer's disease;Video recording;dysarthria speech;automatic assessment;modality fusion;AV-HuBERT;Wav2Vec 2.0},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10800618&isnumber=10799969,"Y. Jiang et al., ""Investigation of Cross Modality Feature Fusion for Audio-Visual Dysarthric Speech Assessment,"" 2024 IEEE 14th International Symposium on Chinese Spoken Language Processing (ISCSLP), Beijing, China, 2024, pp. 141-145, doi: 10.1109/ISCSLP63861.2024.10800618."
"Experimental Investigation on STFT Phase Representations for Deep Learning-Based Dysarthric Speech Detection,","Mainstream deep learning-based dysarthric speech detection approaches typically rely on processing the magnitude spectrum of the short-time Fourier transform of input signals, while ignoring the phase spectrum. Although considerable insight about the structure of a signal can be obtained from the magnitude spectrum, the phase spectrum also contains inherent structures which are not immediately apparent due to phase discontinuity. To reveal meaningful phase structures, alternative phase representations such as the modified group delay (MGD) and instantaneous frequency (IF) spectra have been investigated in several applications. The objective of this paper is to investigate the applicability of the unprocessed phase, MGD, and IF spectra for dysarthric speech detection. Experimental results show that dysarthric cues are present in all considered phase representations. Further, it is shown that using phase representations as complementary features to the magnitude spectrum is beneficial for deep learning-based dysarthric speech detection, with the combination of magnitude and IF spectra yielding a high performance. The presented results should raise awareness in the research community about the potential of the phase spectrum for dysarthric speech detection and motivate research into novel architectures which optimally exploit magnitude and phase information.","keywords: {Voice activity detection;Fourier transforms;Conferences;Signal processing;Feature extraction;Acoustics;Delays;phase;modified group delay;instantaneous frequency;CNN;dysarthria},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9747205&isnumber=9746004,"P. Janbakhshi and I. Kodrasi, ""Experimental Investigation on STFT Phase Representations for Deep Learning-Based Dysarthric Speech Detection,"" ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), Singapore, Singapore, 2022, pp. 6477-6481, doi: 10.1109/ICASSP43922.2022.9747205."
"Speech Recognition-Based Feature Extraction For Enhanced Automatic Severity Classification in Dysarthric Speech,","Due to the subjective nature of current clinical evaluation, the need for automatic severity evaluation in dysarthric speech has emerged. DNN models outperform ML models but lack user-friendly explainability. ML models offer explainable results at a feature level, but their performance is comparatively lower. Current ML models extract various features from raw waveforms to predict severity. However, existing methods do not encompass all dysarthric features used in clinical evaluation. To address this gap, we propose a feature extraction method that minimizes information loss. We introduce an ASR transcription as a novel feature extraction source. We finetune the ASR model for dysarthric speech, then use this model to transcribe dysarthric speech and extract word segment boundary information. It enables capturing finer pronunciation and broader prosodic features. These features demonstrated an improved severity prediction performance to existing features: balanced accuracy of 83.72%.","keywords: {Accuracy;Conferences;Speech recognition;Speech enhancement;Predictive models;Feature extraction;Data mining;Dysarthria severity classification;dysarthric speech},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10832261&isnumber=10830793,"Y. Choi, J. Lee and M. -W. Koo, ""Speech Recognition-Based Feature Extraction For Enhanced Automatic Severity Classification in Dysarthric Speech,"" 2024 IEEE Spoken Language Technology Workshop (SLT), Macao, 2024, pp. 953-960, doi: 10.1109/SLT61566.2024.10832261."
"The Nemours database of dysarthric speech,","The Nemours database is a collection of 814 short nonsense sentences; 74 sentences spoken by each of 11 male speakers with varying degrees of dysarthria. Additionally, the database contains two connected-speech paragraphs produced by each of the 11 speakers. The database was designed to test the intelligibility of dysarthric speech before and after enhancement by various signal processing methods, and is available on CD-ROM. It can also be used to investigate general characteristics of dysarthric speech such as production error patterns. The entire database has been marked at the word level and sentences for 10 of the 11 talkers have been marked at the phoneme level as well. The paper describes the database structure and techniques adopted to improve the performance of a Discrete Hidden Markov Model (DHMM) labeler used to assign initial phoneme labels to the elements of the database. These techniques may be useful in the design of automatic recognition systems for persons with speech disorders, especially when limited amounts of training data are available.","keywords: {Databases;Signal design;Testing;Speech enhancement;Speech processing;Signal processing;CD-ROMs;Hidden Markov models;Automatic speech recognition;Training data},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=608020&isnumber=13325,"X. Menendez-Pidal, J. B. Polikoff, S. M. Peters, J. E. Leonzio and H. T. Bunnell, ""The Nemours database of dysarthric speech,"" Proceeding of Fourth International Conference on Spoken Language Processing. ICSLP '96, Philadelphia, PA, USA, 1996, pp. 1962-1965 vol.3, doi: 10.1109/ICSLP.1996.608020."
"Corpus Design and Automatic Speech Recognition for Deaf and Hard-of-Hearing People,","This study describes automatic speech recognition (ASR) for the deaf and hard-of-hearing people. In the relevant literature, ASR for the deaf has been studied in a manner similar to the recognition of speech by people with dysarthria. However, prior studies have been conducted over a small number of deaf speakers. Therefore, to date, it remains unclear how the performance of ASR varies with different speakers. We conducted phoneme recognition experiments using speech from 12 deaf students to obtain analytical results from the perspective of ASR performance.","keywords: {Conferences;Consumer electronics;Automatic speech recognition;ASR;deaf speech;end-to-end;classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9621959&isnumber=9621353,"A. Kobayashi, K. Yasu, H. Nishizaki and N. Kitaoka, ""Corpus Design and Automatic Speech Recognition for Deaf and Hard-of-Hearing People,"" 2021 IEEE 10th Global Conference on Consumer Electronics (GCCE), Kyoto, Japan, 2021, pp. 17-18, doi: 10.1109/GCCE53005.2021.9621959."
"Inappropriate Pause Detection in Dysarthric Speech Using Large-Scale Speech Recognition,","Dysarthria, a common issue among stroke patients, severely impacts speech intelligibility. Inappropriate pauses are crucial indicators in severity assessment and speech-language therapy. We propose to extend a large-scale speech recognition model for inappropriate pause detection in dysarthric speech. To this end, we propose task design, labeling strategy, and a speech recognition model with an inappropriate pause prediction layer. First, we treat pause detection as speech recognition, using an automatic speech recognition (ASR) model to convert speech into text with pause tags. According to the newly designed task, we label pause locations at the text level and their appropriateness. We collaborate with speech-language pathologists to establish labeling criteria, ensuring high-quality annotated data. Finally, we extend the ASR model with an inappropriate pause prediction layer for end-to-end inappropriate pause detection. Moreover, we propose a task-tailored metric for evaluating inappropriate pause detection independent of ASR performance. Our experiments show that the proposed method better detects inappropriate pauses in dysarthric speech than baselines. (Inappropriate Pause Error Rate: 14.47%)","keywords: {Medical treatment;Speech recognition;Predictive models;Stroke (medical condition);Speech enhancement;Signal processing;IP networks;Dysarthric Speech;Inappropriate Pause Detection;Pause Detection;Speech Recognition},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10447681&isnumber=10445803,"J. Lee, Y. Choi, T. -J. Song and M. -W. Koo, ""Inappropriate Pause Detection in Dysarthric Speech Using Large-Scale Speech Recognition,"" ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), Seoul, Korea, Republic of, 2024, pp. 12486-12490, doi: 10.1109/ICASSP48485.2024.10447681."
"Using Automatic Speech Recognition to Measure the Intelligibility of Speech Synthesized From Brain Signals,","Brain-computer interfaces (BCIs) can potentially restore lost function in patients with neurological injury. A promising new application of BCI technology has focused on speech restoration. One approach is to synthesize speech from the neural correlates of a person who cannot speak, as they attempt to do so. However, there is no established gold-standard for quantifying the quality of BCI-synthesized speech. Quantitative metrics, such as applying correlation coefficients between true and decoded speech, are not applicable to anarthric users and fail to capture intelligibility by actual human listeners; by contrast, methods involving people completing forced-choice multiple-choice questionnaires are imprecise, not practical at scale, and cannot be used as cost functions for improving speech decoding algorithms. Here, we present a deep learning-based “AI Listener” that can be used to evaluate BCI speech intelligibility objectively, rapidly, and automatically. We begin by adapting several leading Automatic Speech Recognition (ASR) deep learning models - Deepspeech, Wav2vec 2.0, and Kaldi - to suit our application. We then evaluate the performance of these ASRs on multiple speech datasets with varying levels of intelligibility, including: healthy speech, speech from people with dysarthria, and synthesized BCI speech. Our results demonstrate that the multiple-language ASR model XLSR-Wav2vec 2.0, trained to output phonemes, yields superior performance in terms of speech transcription accuracy. Notably, the AI Listener reports that several previously published BCI output datasets are not intelligible, which is consistent with human listeners.","keywords: {Measurement;Deep learning;Correlation coefficient;Neural engineering;Cost function;Brain-computer interfaces;Decoding;Brain Computer Interface (BCI);Automatic Speech Recognition (ASR);Speech Intelligibility;Speech Synthesis;Performance Metrics},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10123751&isnumber=10123710,"S. Varshney, D. Farias, D. M. Brandman, S. D. Stavisky and L. M. Miller, ""Using Automatic Speech Recognition to Measure the Intelligibility of Speech Synthesized From Brain Signals,"" 2023 11th International IEEE/EMBS Conference on Neural Engineering (NER), Baltimore, MD, USA, 2023, pp. 1-6, doi: 10.1109/NER52421.2023.10123751."
"Contemporary speech/speaker recognition with speech from impaired vocal apparatus,","Speech is the effective form of communication between human and its environment. Speech also has potential of being important mode of interaction with computer. This review paper deals with both speech and speaker recognition of persons with speech motor disorders. Normally speaker recognition consists of speaker verification and speaker identification. Speaker identification is the process of determining which registered speaker provides a given input sample. Speaker verification is the process of accepting or rejecting the identity claim of a speaker. On the other hand, the speech recognition system deals with the following challenges such as speech representation, feature extraction techniques, speech classifiers, databases and performance evaluation. Motor speech disorders are a class of speech disorder that disturbs the body's natural ability to speak. These disturbances vary in their etiology based on the integrity and integration of cognitive, neuromuscular, and musculoskeletal activities. There are various types of speech disorders like Apraxia, Cluttering (similar to stuttering), Dyspraxia, Dysarthria, Dysprosody and so on. The main objective of this review paper is to summarize and compare the well known methods used in various stages of speech and speaker recognition system.","keywords: {Speech;Hidden Markov models;Speech recognition;Databases;Speaker recognition;Feature extraction;Markov processes;Speech recognition;Speaker recognition;Speech motor disorders;Feature extraction;Speech classifiers},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7062754&isnumber=7062711,"S. Selva Nidhyananthan, R. Shantha Selvakumari and V. Shenbagalakshmi, ""Contemporary speech/speaker recognition with speech from impaired vocal apparatus,"" 2014 International Conference on Communication and Network Technologies, Sivakasi, India, 2014, pp. 198-202, doi: 10.1109/CNT.2014.7062754."
"Speech training system based on resonant frequencies of vocal tract,","Speech sounds are air pressure vibrations produced by air exhaled from the lungs and modulated and shaped by the vibrations of the glottal cords and the vocal tract as it is pushed out through the lips and nose. Speech signals, in addition to communicating the linguistic information, convey a multitude of other information including gender, age, accent, intent, emotion, humor and the state of health of the speaker. There are several neurological (e.g., aphasia, dysarthria, and apraxia) or anatomical (e.g., cleft lip and palate) factors that could affect the intelligibility and audibility of the human speech. In this paper we present our work in developing a training system based on the resonant frequencies (widely known as formants) of the vocal tract to help a human subject with speech impairment train himself or herself to improve the intelligibility and audibility of his or her speech.","keywords: {Speech;Cepstrum;Discrete Fourier transforms;Training;Speech processing;Resonant frequency;formants;impaired speech;speech training system;vocal tract resonse;cepstrum},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5745902&isnumber=5745722,"V. S. Selvam, V. Thulasibai and R. Rohini, ""Speech training system based on resonant frequencies of vocal tract,"" 13th International Conference on Advanced Communication Technology (ICACT2011), Gangwon, Korea (South), 2011, pp. 674-679."
"Analysis of adverse effects of stimulation during DBS surgery by patient-specific FEM simulations,","Deep brain stimulation (DBS) represents today a well-established treatment for movement disorders. Nevertheless the exact mechanism of action of DBS remains incompletely known. During surgery, numerous stimulation tests are frequently performed in order to evaluate therapeutic and adverse effects before choosing the optimal implantation site for the DBS lead. Anatomical structures responsible for the induced adverse effects have been investigated previously, but only based on stimulation data obtained with the implanted DBS lead. The present study introduces a methodology to identify these anatomical structures during intraoperative stimulation tests based on patient-specific electric field simulations and visualization on the patient specific anatomy. The application to 4 patients undergoing DBS surgery and presenting dysarthria, paresthesia or pyramidal effects shows the different anatomical structures, which might be responsible for the adverse effects. Several of the identified structures have been previously described in the literature. To draw any statistically significant conclusions, the methodology has to be applied to further patients. Together with the visualization of the therapeutic effects, this new approach could assist the neurosurgeons in the future in choosing the optimal implant position.",URL: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8512796&isnumber=8512178,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8512796&isnumber=8512178,"A. A. Shah et al., ""Analysis of adverse effects of stimulation during DBS surgery by patient-specific FEM simulations,"" 2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC), Honolulu, HI, USA, 2018, pp. 2222-2225, doi: 10.1109/EMBC.2018.8512796."
"Targeting Friedreich Ataxia: A Sustainable Path to Safer and Smarter Therapeutics Through Integrated Docking and Toxicology,","Friedreich's ataxia (FA) is an autosomal recessive disorder affecting the nervous and cardiovascular systems, characterized by progressive ataxia, dysarthria, and muscle weakness. It results from a GAA trinucleotide repeat expansion in the FXN gene, leading to epigenetic silencing via heterochromatin formation, which reduces frataxin production-a mitochondrial protein essential for iron-sulphur cluster biogenesis and cellular energy production. Frataxin deficiency causes oxidative stress and mitochondrial dysfunction. Current treatments offer limited effectiveness, primarily addressing symptoms. Our study aims to develop novel therapeutic candidates by leveraging computational protein-ligand docking through the Galaxy EU platform, targeting frataxin deficiencies. High-throughput docking and toxicology studies have identified several promising compounds with potential therapeutic efficacy, offering hope for more effective and sustainable treatments for FA.","keywords: {Proteins;Cardiovascular system;Toxicology;Gallium arsenide;Production;Muscles;Epigenetics;Compounds;Information technology;Stress},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10816941&isnumber=10816707,"H. B. Attel, R. P, A. K, B. S, Shivandappa and S. Manokaran, ""Targeting Friedreich Ataxia: A Sustainable Path to Safer and Smarter Therapeutics Through Integrated Docking and Toxicology,"" 2024 8th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS), Bengaluru, India, 2024, pp. 1-4, doi: 10.1109/CSITSS64042.2024.10816941."
"Check Your Audio Data: Nkululeko for Bias Detection,","We present a new release of the software tool Nkululeko. New additions enable users to automatically perform sanity checks, data cleaning, and bias detection in the data based on machine learning predictions. Two open-source databases from the medical domain are investigated: the Androids de-pression corpus and the UASpeech dysarthria corpus. Results show that both databases have some bias, but not in a severe manner.","keywords: {Databases;Machine learning;Cleaning;Software tools;open-source tool;machine learning;bias detection;speaker characteristics},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10800580&isnumber=10799972,"F. Burkhardt, B. T. Atmaja, A. Derington, F. Eyben and B. Schuller, ""Check Your Audio Data: Nkululeko for Bias Detection,"" 2024 27th Conference of the Oriental COCOSDA International Committee for the Co-ordination and Standardisation of Speech Databases and Assessment Techniques (O-COCOSDA), Hsinchu City, Taiwan, 2024, pp. 1-6, doi: 10.1109/O-COCOSDA64382.2024.10800580."
"Extraction of patients subpopulations with psychiatric symptoms using a transformer architecture,","In this paper, we demonstrate a novel pipeline for identifying and extracting patient subpopulations from unstructured physician’s notes. We validate the method by extracting patients with psychiatric issues from a general patient population. This method first uses a clinical metathesaurus to select terms of interest from reports, then vectorizes the terms using a transformer model. These vectors’ dimensions are reduced using Uniform Manifold Approximation and Projection (UMAP), and the results grouped by optimal cluster selection methods. We demonstrate this technique on a freely-available collection of deidentified patient notes (MIMIC IV), extracting and clustering “mental or behavioral dysfunctions”. Our results show that it is possible to select user-defined groups of patients from unstructured text with minimal model oversight to group patients with similar profiles. In our study cohort, the models automatically segmented the patients into two groups: patients with more physical symptoms (alcohol/drug abuse, dysarthria, tongue-biting, eating disorders) and patients with mental/emotional symptoms. By detecting the underlying similarities in patient profiles, we believe this method can be utilized for symptom prediction tasks, as well as curating treatment plans based on their cluster profiles. Such a system can assist in clinical decision-making without the need for individually-created NLP models.","keywords: {Training;Manifolds;Dimensionality reduction;Pipelines;MIMICs;Eating disorders;Transformers;Data mining;Reliability;Engineering in medicine and biology;NLP;transformers;EHR extraction;clustering;dimensionality reduction},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10781648&isnumber=10781494,"B. Holmes, M. Raymer and T. Banerjee, ""Extraction of patients subpopulations with psychiatric symptoms using a transformer architecture,"" 2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC), Orlando, FL, USA, 2024, pp. 1-4, doi: 10.1109/EMBC53108.2024.10781648."
"Signal Recognition for Parkinson's Disease Diagnosis Based on Multi-Source Deep Domain Generalization,","Parkinson's disease (PD) is an incurable neurodegenerative disorder. Dysarthria, stemming from PD, in speech offers an accessible and non-invasive diagnostic indicator. However, PD speech data, with its limited sample size and high aliasing, presents challenges for machine learning. Thought multi-source deep transfer learning methods show promise in PD speech recognition, they typically rely on labelled target domain data. To overcome this limitation, our study proposes an unsupervised transfer learning approach, namely multi-source deep domain generalization (MDDG). MDDG comprises four key modules: feature extraction, inter-domain and classes adversarial learning, and classifier training solely on multisource datasets. Leveraging adversarial networks, MDDG extracts invariant features from source domains, minimizing both inter-domain distribution discrepancies and intra-class difference while maximizing the distance between different classes from multi-source domains. Experimental results demonstrate the superiority of the MDDG over recent methodologies, where MDDG achieves remarkable metrics: highest accuracy (75.80%), precision (66.48%), and specificity (87.61%), all with the lowest standard error, underscoring the effectiveness and stability of MDDG offering valuable support to medical professionals in efficient PD diagnosis and monitoring.",URL: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10830707&isnumber=10830612,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10830707&isnumber=10830612,"L. Li, Y. Rao, H. Li and Y. Liu, ""Signal Recognition for Parkinson's Disease Diagnosis Based on Multi-Source Deep Domain Generalization,"" BIBE 2024; The 7th International Conference on Biological Information and Biomedical Engineering, Hohhot, China, 2024, pp. 21-26."
